substring,family,log10_span_cost,action,note,params
6n6o6p6q6r6s6t6u6v6w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""n"",""length"":10}"
6o6p6q6r6s6t6u6v6w6x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""o"",""length"":10}"
6p6q6r6s6t6u6v6w6x6y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""p"",""length"":10}"
6q6r6s6t6u6v6w6x6y6z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""6"",""start_letter"":""q"",""length"":10}"
7a7b7c7d7e7f7g7h7i7j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""a"",""length"":10}"
7b7c7d7e7f7g7h7i7j7k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""b"",""length"":10}"
7c7d7e7f7g7h7i7j7k7l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""c"",""length"":10}"
7d7e7f7g7h7i7j7k7l7m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""d"",""length"":10}"
7e7f7g7h7i7j7k7l7m7n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""e"",""length"":10}"
7f7g7h7i7j7k7l7m7n7o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""f"",""length"":10}"
7g7h7i7j7k7l7m7n7o7p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""g"",""length"":10}"
7h7i7j7k7l7m7n7o7p7q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""h"",""length"":10}"
7i7j7k7l7m7n7o7p7q7r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""i"",""length"":10}"
7j7k7l7m7n7o7p7q7r7s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""j"",""length"":10}"
7k7l7m7n7o7p7q7r7s7t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""k"",""length"":10}"
7l7m7n7o7p7q7r7s7t7u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""l"",""length"":10}"
7m7n7o7p7q7r7s7t7u7v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""m"",""length"":10}"
7n7o7p7q7r7s7t7u7v7w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""n"",""length"":10}"
7o7p7q7r7s7t7u7v7w7x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""o"",""length"":10}"
7p7q7r7s7t7u7v7w7x7y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""p"",""length"":10}"
7q7r7s7t7u7v7w7x7y7z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""7"",""start_letter"":""q"",""length"":10}"
8a8b8c8d8e8f8g8h8i8j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""a"",""length"":10}"
8b8c8d8e8f8g8h8i8j8k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""b"",""length"":10}"
8c8d8e8f8g8h8i8j8k8l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""c"",""length"":10}"
8d8e8f8g8h8i8j8k8l8m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""d"",""length"":10}"
8e8f8g8h8i8j8k8l8m8n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""e"",""length"":10}"
8f8g8h8i8j8k8l8m8n8o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""f"",""length"":10}"
8g8h8i8j8k8l8m8n8o8p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""g"",""length"":10}"
8h8i8j8k8l8m8n8o8p8q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""h"",""length"":10}"
8i8j8k8l8m8n8o8p8q8r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""i"",""length"":10}"
8j8k8l8m8n8o8p8q8r8s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""j"",""length"":10}"
8k8l8m8n8o8p8q8r8s8t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""k"",""length"":10}"
8l8m8n8o8p8q8r8s8t8u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""l"",""length"":10}"
8m8n8o8p8q8r8s8t8u8v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""m"",""length"":10}"
8n8o8p8q8r8s8t8u8v8w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""n"",""length"":10}"
8o8p8q8r8s8t8u8v8w8x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""o"",""length"":10}"
8p8q8r8s8t8u8v8w8x8y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""p"",""length"":10}"
8q8r8s8t8u8v8w8x8y8z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""8"",""start_letter"":""q"",""length"":10}"
9a9b9c9d9e9f9g9h9i9j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""a"",""length"":10}"
9b9c9d9e9f9g9h9i9j9k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""b"",""length"":10}"
9c9d9e9f9g9h9i9j9k9l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""c"",""length"":10}"
9d9e9f9g9h9i9j9k9l9m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""d"",""length"":10}"
9e9f9g9h9i9j9k9l9m9n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""e"",""length"":10}"
9f9g9h9i9j9k9l9m9n9o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""f"",""length"":10}"
9g9h9i9j9k9l9m9n9o9p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""g"",""length"":10}"
9h9i9j9k9l9m9n9o9p9q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""h"",""length"":10}"
9i9j9k9l9m9n9o9p9q9r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""i"",""length"":10}"
9j9k9l9m9n9o9p9q9r9s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""j"",""length"":10}"
9k9l9m9n9o9p9q9r9s9t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""k"",""length"":10}"
9l9m9n9o9p9q9r9s9t9u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""l"",""length"":10}"
9m9n9o9p9q9r9s9t9u9v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""m"",""length"":10}"
9n9o9p9q9r9s9t9u9v9w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""n"",""length"":10}"
9o9p9q9r9s9t9u9v9w9x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""o"",""length"":10}"
9p9q9r9s9t9u9v9w9x9y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""p"",""length"":10}"
9q9r9s9t9u9v9w9x9y9z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""9"",""start_letter"":""q"",""length"":10}"
_a_b_c_d_e_f_g_h_i_j,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""a"",""length"":10}"
_b_c_d_e_f_g_h_i_j_k,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""b"",""length"":10}"
_c_d_e_f_g_h_i_j_k_l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""c"",""length"":10}"
_d_e_f_g_h_i_j_k_l_m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""d"",""length"":10}"
_e_f_g_h_i_j_k_l_m_n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""e"",""length"":10}"
_f_g_h_i_j_k_l_m_n_o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""f"",""length"":10}"
_g_h_i_j_k_l_m_n_o_p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""g"",""length"":10}"
_h_i_j_k_l_m_n_o_p_q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""h"",""length"":10}"
_i_j_k_l_m_n_o_p_q_r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""i"",""length"":10}"
_j_k_l_m_n_o_p_q_r_s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""j"",""length"":10}"
_k_l_m_n_o_p_q_r_s_t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""k"",""length"":10}"
_l_m_n_o_p_q_r_s_t_u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""l"",""length"":10}"
_m_n_o_p_q_r_s_t_u_v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""m"",""length"":10}"
_n_o_p_q_r_s_t_u_v_w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""n"",""length"":10}"
_o_p_q_r_s_t_u_v_w_x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""o"",""length"":10}"
_p_q_r_s_t_u_v_w_x_y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""p"",""length"":10}"
_q_r_s_t_u_v_w_x_y_z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""_"",""start_letter"":""q"",""length"":10}"
-a-b-c-d-e-f-g-h-i-j-k-l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""a"",""length"":12}"
-b-c-d-e-f-g-h-i-j-k-l-m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""b"",""length"":12}"
-c-d-e-f-g-h-i-j-k-l-m-n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""c"",""length"":12}"
-d-e-f-g-h-i-j-k-l-m-n-o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""d"",""length"":12}"
-e-f-g-h-i-j-k-l-m-n-o-p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""e"",""length"":12}"
-f-g-h-i-j-k-l-m-n-o-p-q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""f"",""length"":12}"
-g-h-i-j-k-l-m-n-o-p-q-r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""g"",""length"":12}"
-h-i-j-k-l-m-n-o-p-q-r-s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""h"",""length"":12}"
-i-j-k-l-m-n-o-p-q-r-s-t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""i"",""length"":12}"
-j-k-l-m-n-o-p-q-r-s-t-u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""j"",""length"":12}"
-k-l-m-n-o-p-q-r-s-t-u-v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""k"",""length"":12}"
-l-m-n-o-p-q-r-s-t-u-v-w,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""l"",""length"":12}"
-m-n-o-p-q-r-s-t-u-v-w-x,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""m"",""length"":12}"
-n-o-p-q-r-s-t-u-v-w-x-y,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""n"",""length"":12}"
-o-p-q-r-s-t-u-v-w-x-y-z,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""-"",""start_letter"":""o"",""length"":12}"
.a.b.c.d.e.f.g.h.i.j.k.l,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""a"",""length"":12}"
.b.c.d.e.f.g.h.i.j.k.l.m,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""b"",""length"":12}"
.c.d.e.f.g.h.i.j.k.l.m.n,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""c"",""length"":12}"
.d.e.f.g.h.i.j.k.l.m.n.o,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""d"",""length"":12}"
.e.f.g.h.i.j.k.l.m.n.o.p,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""e"",""length"":12}"
.f.g.h.i.j.k.l.m.n.o.p.q,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""f"",""length"":12}"
.g.h.i.j.k.l.m.n.o.p.q.r,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""g"",""length"":12}"
.h.i.j.k.l.m.n.o.p.q.r.s,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""h"",""length"":12}"
.i.j.k.l.m.n.o.p.q.r.s.t,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""i"",""length"":12}"
.j.k.l.m.n.o.p.q.r.s.t.u,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""j"",""length"":12}"
.k.l.m.n.o.p.q.r.s.t.u.v,alphabet_fixed_prefix,3.000,score_only,"Alphabet progression with the same prefix before each letter, e.g. 1a1b1c1d.","{""fixed"":""."",""start_letter"":""k"",""length"":12}"
